fid;Kanton;ID_Nr;Latte;Latte-ID;x;y;Dat_Kontrolle;NameMitarbeiter;SampleID;RESULTAT;Male;mtDNAcod;IndividuenID;BioGeoRegions;AltitudeMedian;SettlementProportion;ForestProportion;TypoCH_NUM;TypoCH;OBJEKTART;Distance;Bemerkung
697;LU;653214;C;653214C;653962;214780;2018/19;;WKMIII;;;;;Plateau;683;0.17;0.05;624;Zahnwurz-Buchenwald;Wald;32.95909302;
698;LU;662210;A;662210A;662335;210344;2018/19;;WKMIII;;;;;Prealps;662;0.07;0.50;624;Zahnwurz-Buchenwald;Wald;147.5625392;
699;LU;662210;C;662210C;662050;210475;2018/19;;WKMIII;;;;;Prealps;662;0.07;0.50;624;Zahnwurz-Buchenwald;Wald;183.3023352;
700;LU;674218;A;674218A;674514;218948;2018/19;;WKMIII;;;;;Plateau;712;0.03;0.16;62;Buchenwälder;Wald;56.77306487;
701;LU;674218;B;674218B;674651;218836;2018/19;;WKMIII;;;;;Plateau;712;0.03;0.16;624;Zahnwurz-Buchenwald;Wald;11.27775358;
702;LU;674218;C;674218C;674800;218686;2018/19;;WKMIII;;;;;Plateau;712;0.03;0.16;451;Talfettwiese;;64.91570743;
703;LU;635214;A;635214A;635812;214370;2019/20;;WKMIV;;;;;Prealps;766;0.07;0.20;624;Zahnwurz-Buchenwald;Wald;124.6073348;
704;LU;635214;B;635214B;635510;214361;2019/20;;WKMIV;;;;;Prealps;766;0.07;0.20;624;Zahnwurz-Buchenwald;Wald;83.58216106;
705;LU;635230;A;635230A;635530;230407;2019/20;;WKMIV;;;;;Plateau;559;0.07;0.25;623;Waldmeister-Buchenwald;Wald;96.01673708;
706;LU;635230;B;635230B;635917;230462;2019/20;;WKMIV;;;;;Plateau;559;0.07;0.25;623;Waldmeister-Buchenwald;Wald;75.87628476;
707;LU;644202;A;644202A;644025;202611;2019/20;;WKMIV;;;;;Prealps;852;0.03;0.25;62;Buchenwälder;Wald;53.0439365;
708;LU;644202;B;644202B;644317;202896;2019/20;;WKMIV;;;;;Prealps;852;0.03;0.25;624;Zahnwurz-Buchenwald;Wald;36.27255524;
709;LU;644202;C;644202C;644221;202672;2019/20;;WKMIV;;;;;Prealps;852;0.03;0.25;624;Zahnwurz-Buchenwald;Wald;87.58614505;
710;LU;647214;A;647214A;647202;214715;2019/20;;WKMIV;;;;;Prealps;633;0.07;0.11;623;Waldmeister-Buchenwald;Wald;19.36179951;
711;LU;647214;B;647214B;647398;214682;2019/20;;WKMIV;;;;;Prealps;633;0.07;0.11;623;Waldmeister-Buchenwald;Wald;61.77501625;
712;LU;647214;C;647214C;647460;214915;2019/20;;WKMIV;;;;;Prealps;633;0.07;0.11;623;Waldmeister-Buchenwald;Wald;36.56122395;
713;LU;662234;B;662234B;662339;234219;2019/20;;WKMIV;;;;;Plateau;660;0.02;0.28;62;Buchenwälder;Wald;69.72170801;
714;LU;662234;C;662234C;662753;234142;2019/20;;WKMIV;;;;;Plateau;660;0.02;0.28;62;Buchenwälder;Wald;100.1379487;
715;LU;668218;A;668218A;668215;218012;2019/20;;WKMIV;;;;;Plateau;417;0.14;0.11;614;Hartholz-Auenwald;Wald;50.20143099;
716;LU;668218;B;668218B;668018;218004;2019/20;;WKMIV;;;;;Plateau;417;0.14;0.11;614;Hartholz-Auenwald;Wald;16.42697025;
717;LU;668218;C;668218C;668038;218214;2019/20;;WKMIV;;;;;Plateau;417;0.14;0.11;614;Hartholz-Auenwald;Wald;67.08090823;
718;LU;671214;A;671214A;671220;214400;2019/20;;WKMIV;;;;;Plateau;612;0.16;0.15;624;Zahnwurz-Buchenwald;Wald;5.432546828;
719;LU;671214;C;671214C;671020;214843;2019/20;;WKMIV;;;;;Plateau;612;0.16;0.15;623;Waldmeister-Buchenwald;Wald;36.86626721;
720;NE;530202;A;530202A;530162;202094;2018/19;;WKMIII;;;;;Jura;1091;0.00;0.87;625;Tannen-Buchenwald;Wald;139.5271286;
721;NE;530202;B;530202B;530819;202000;2018/19;;WKMIII;;;;;Jura;1091;0.00;0.87;625;Tannen-Buchenwald;;61.61689401;
722;NE;530202;C;530202C;530768;202105;2018/19;;WKMIII;;;;;Jura;1091;0.00;0.87;625;Tannen-Buchenwald;Wald;1.379387948;
723;NE;536194;A;536194A;536115;194260;2018/19;;WKMIII;;;;;Jura;844;0.02;0.54;624;Zahnwurz-Buchenwald;Wald;56.30711133;
724;NE;536194;B;536194B;536910;194505;2018/19;;WKMIII;;;;;Jura;844;0.02;0.54;624;Zahnwurz-Buchenwald;Wald;221.2707828;
725;NE;536194;C;536194C;536885;194325;2018/19;;WKMIII;;;;;Jura;844;0.02;0.54;933;Naturstrasse, Weg;Wald;362.9848205;
726;NE;542202;A;542202A;542200;202340;2018/19;;WKMIII;;;;;Jura;1078;0.04;0.40;624;Zahnwurz-Buchenwald;Wald;11.03281996;
727;NE;542202;B;542202B;542410;202430;2018/19;;WKMIII;;;;;Jura;1078;0.04;0.40;624;Zahnwurz-Buchenwald;Wald;34.13755423;
728;NE;542202;C;542202C;542475;202815;2018/19;;WKMIII;;;;;Jura;1078;0.04;0.40;624;Zahnwurz-Buchenwald;Wald;64.9918548;
729;NE;548194;A;548194A;548427;194102;2018/19;;WKMIII;;;;;Jura;560;0.05;0.18;623;Waldmeister-Buchenwald;Wald;14.77577052;
730;NE;548194;B;548194B;548107;194502;2018/19;;WKMIII;;;;;Jura;560;0.05;0.18;624;Zahnwurz-Buchenwald;Wald;55.06980461;
731;NE;548194;C;548194C;548138;194744;2018/19;;WKMIII;;;;;Jura;560;0.05;0.18;62;Buchenwälder;Wald;82.88160994;
732;NE;548210;A;548210A;548830;210726;2018/19;;WKMIII;;;;;Jura;1082;0.07;0.27;624;Zahnwurz-Buchenwald;Wald;15.20137758;
733;NE;548210;B;548210B;548824;210593;2018/19;;WKMIII;;;;;Jura;1082;0.07;0.27;624;Zahnwurz-Buchenwald;Wald;32.2630573;
734;NE;548210;C;548210C;548644;210309;2018/19;;WKMIII;;;;;Jura;1082;0.07;0.27;624;Zahnwurz-Buchenwald;Wald;14.09075863;
735;NE;548218;A;548218A;548735;218090;2018/19;;WKMIII;;;;;Jura;815;0.01;0.66;624;Zahnwurz-Buchenwald;Wald;328.4137449;
736;NE;548218;B;548218B;548259;218101;2018/19;;WKMIII;;;;;Jura;815;0.01;0.66;6;Wälder;Wald;404.3779498;
737;NE;548218;C;548218C;548615;218608;2018/19;;WKMIII;;;;;Jura;815;0.01;0.66;6;Wälder;Wald;240.9334383;
738;NE;551198;A;551198A;551891;198485;2018/19;;WKMIII;;;;;Jura;644;0.04;0.76;624;Zahnwurz-Buchenwald;Wald;73.65219885;
739;NE;551198;B;551198B;551484;198549;2018/19;;WKMIII;;;;;Jura;644;0.04;0.76;624;Zahnwurz-Buchenwald;Wald;284.4435338;
740;NE;551198;C;551198C;551411;198150;2018/19;;WKMIII;;;;;Jura;644;0.04;0.76;621;Orchideen-Buchenwald;Wald;154.0231509;
741;NE;554202;A;554202A;554499;202901;2018/19;;WKMIII;;;;;Jura;563;0.38;0.45;621;Orchideen-Buchenwald;Wald;117.9405198;
742;NE;554202;B;554202B;554124;202894;2018/19;;WKMIII;;;;;Jura;563;0.38;0.45;933;Naturstrasse, Weg;Wald;47.70052572;
743;NE;554202;C;554202C;554152;202572;2018/19;;WKMIII;;;;;Jura;563;0.38;0.45;621;Orchideen-Buchenwald;Wald;151.300099;
744;NE;560210;C;560210C;560944;210547;2018/19;;WKMIII;;;;;Jura;739;0.05;0.11;623;Waldmeister-Buchenwald;Wald;37.2557015;
745;NE;563214;A;563214A;563153;214130;2018/19;;WKMIII;;;;;Jura;955;0.02;0.73;624;Zahnwurz-Buchenwald;Wald;398.3002579;
746;NE;563214;B;563214B;563308;214502;2018/19;;WKMIII;;;;;Jura;955;0.02;0.73;624;Zahnwurz-Buchenwald;Wald;86.6398423;
747;NE;563214;C;563214C;563783;214223;2018/19;;WKMIII;;;;;Jura;955;0.02;0.73;52;Hochstauden- und Schlagfluren;Wald;370.9573435;
748;NE;566218;B;566218B;566198;218667;2018/19;;WKMIII;;;;;Jura;1111;0.05;0.40;624;Zahnwurz-Buchenwald;Wald;24.01426238;
749;NE;566218;C;566218C;566969;218328;2018/19;;WKMIII;;;;;Jura;1111;0.05;0.40;625;Tannen-Buchenwald;Wald;62.141111;
750;NE;530194;B;530194B;530808;194714;2019/20;;WKMIV;;;;;Jura;1184;0.00;0.33;625;Tannen-Buchenwald;Wald;33.91787705;
751;NE;530194;C;530194C;530567;194939;2019/20;;WKMIV;;;;;Jura;1184;0.00;0.33;625;Tannen-Buchenwald;Wald;81.52142038;
752;NE;536202;A;536202A;536136;202149;2019/20;;WKMIV;;;;;Jura;1114;0.02;0.46;661;Tannen-Fichtenwald;Wald;2.873174892;
753;NE;536202;B;536202B;536096;202085;2019/20;;WKMIV;;;;;Jura;1114;0.02;0.46;661;Tannen-Fichtenwald;Wald;18.91851248;
754;NE;536202;C;536202C;536083;202015;2019/20;;WKMIV;;;;;Jura;1114;0.02;0.46;661;Tannen-Fichtenwald;;20.36231448;
755;NE;539198;A;539198A;539081;198215;2019/20;;WKMIV;;;;;Jura;862;0.13;0.46;623;Waldmeister-Buchenwald;Wald;99.99124689;
756;NE;539198;B;539198B;539465;198223;2019/20;;WKMIV;;;;;Jura;862;0.13;0.46;623;Waldmeister-Buchenwald;Wald;48.31518008;
757;NE;539198;C;539198C;539853;198499;2019/20;;WKMIV;;;;;Jura;862;0.13;0.46;623;Waldmeister-Buchenwald;Wald;112.2730534;
758;NE;545214;A;545214A;545260;214404;2019/20;;WKMIV;;;;;Jura;1021;0.02;0.62;624;Zahnwurz-Buchenwald;Wald;59.15667962;
759;NE;545214;B;545214B;545299;214075;2019/20;;WKMIV;;;;;Jura;1021;0.02;0.62;624;Zahnwurz-Buchenwald;Wald;185.2059899;
760;NE;545214;C;545214C;545776;214163;2019/20;;WKMIV;;;;;Jura;1021;0.02;0.62;624;Zahnwurz-Buchenwald;Wald;15.31577595;
761;NE;548202;A;548202A;548730;202636;2019/20;;WKMIV;;;;;Jura;1154;0.02;0.63;625;Tannen-Buchenwald;Wald;7.282935595;
762;NE;548202;B;548202B;548610;202534;2019/20;;WKMIV;;;;;Jura;1154;0.02;0.63;625;Tannen-Buchenwald;Wald;55.66954034;
763;NE;548202;C;548202C;548519;202464;2019/20;;WKMIV;;;;;Jura;1154;0.02;0.63;625;Tannen-Buchenwald;Wald;112.5893162;
764;NE;554210;A;554210A;554856;210704;2019/20;;WKMIV;;;;;Jura;1340;0.01;0.46;66;Gebirgs-Nadelwälder;Wald;32.3257747;
765;NE;554210;B;554210B;554294;210764;2019/20;;WKMIV;;;;;Jura;1340;0.01;0.46;661;Tannen-Fichtenwald;Wald;13.97901453;
766;NE;554210;C;554210C;554121;210149;2019/20;;WKMIV;;;;;Jura;1340;0.01;0.46;66;Gebirgs-Nadelwälder;Wald;8.525864506;
767;NE;557206;A;557206A;557275;206155;2019/20;;WKMIV;;;;;Jura;773;0.05;0.52;624;Zahnwurz-Buchenwald;Wald;11.1483369;
768;NE;557206;B;557206B;557726;206347;2019/20;;WKMIV;;;;;Jura;773;0.05;0.52;624;Zahnwurz-Buchenwald;Wald;172.3760209;
769;NE;557206;C;557206C;557706;206714;2019/20;;WKMIV;;;;;Jura;773;0.05;0.52;624;Zahnwurz-Buchenwald;Wald;52.28845128;
770;NE;566210;A;566210A;566535;210526;2019/20;;WKMIV;;;;;Jura;710;0.12;0.61;633;Eichen- Hainbuchenwald;Wald;34.91866896;
771;NE;569214;A;569214A;569231;214272;2019/20;;WKMIV;;;;;Jura;976;0.01;0.74;624;Zahnwurz-Buchenwald;Wald;172.3553438;
772;NE;569213;A;569213A;569862;213278;2019/20;;WKMIV;;;;;0;873;0.01;0.77;623;Waldmeister-Buchenwald;Wald;9.727154001;
773;NE;569213;C;569213C;570082;213410;2019/20;;WKMIV;;;;;0;873;0.01;0.77;623;Waldmeister-Buchenwald;Wald;41.586726;
774;NE;569213;D;569213D;569785;213235;2019/20;;WKMIV;;;;;0;873;0.01;0.77;63;Andere Laubwälder;Wald;24.38045854;
775;NE;562215;A;562215A;562836;215398;2019/20;;WKMIV;;;;;0;1005;0.02;0.45;624;Zahnwurz-Buchenwald;Wald;206.7293473;
776;NE;562215;B;562215B;562354;215288;2019/20;;WKMIV;;;;;0;1005;0.02;0.45;624;Zahnwurz-Buchenwald;Wald;54.54008813;
777;NE;563216;B;563216B;563456;216576;2019/20;;WKMIV;;;;;0;1036;0.02;0.52;62;Buchenwälder;Wald;104.8335642;
778;SH;677286;A;677286A;677150;286838;2018/19;;WKMIII;;;;;Plateau;580;0.03;0.38;621;Orchideen-Buchenwald;Wald;261.4883216;
779;SH;677286;B;677286B;677200;286574;2018/19;;WKMIII;;;;;Plateau;580;0.03;0.38;621;Orchideen-Buchenwald;Wald;170.0994337;
780;SH;677286;C;677286C;677083;286261;2018/19;;WKMIII;;;;;Plateau;580;0.03;0.38;621;Orchideen-Buchenwald;Wald;175.5318551;
781;SH;683270;A;683270A;683156;270694;2018/19;;WKMIII;;;;;Plateau;467;0.03;0.17;52;Hochstauden- und Schlagfluren;Wald;87.51579898;
782;SH;683270;C;683270C;683911;270305;2018/19;;WKMIII;;;;;Plateau;467;0.03;0.17;623;Waldmeister-Buchenwald;Wald;51.89696973;
783;SH;689286;A;689286A;689762;286989;2018/19;;WKMIII;;;;;Plateau;493;0.17;0.73;621;Orchideen-Buchenwald;Wald;198.429227;
784;SH;689286;C;689286C;689221;286316;2018/19;;WKMIII;;;;;Plateau;493;0.17;0.73;621;Orchideen-Buchenwald;Wald;153.9426034;
785;SH;704282;A;704282A;704886;282835;2018/19;;WKMIII;;;;;Plateau;426;0.09;0.33;52;Hochstauden- und Schlagfluren;Wald;231.120894;
786;SH;704282;B;704282B;704986;282244;2018/19;;WKMIII;;;;;Plateau;426;0.09;0.33;62;Buchenwälder;Wald;91.46240201;
787;SH;677278;B;677278B;677507;278543;2019/20;;WKMIV;;;;;Plateau;491;0.00;0.82;623;Waldmeister-Buchenwald;Wald;264.5303208;
788;SH;677278;C;677278C;677921;278491;2019/20;;WKMIV;;;;;Plateau;491;0.00;0.82;623;Waldmeister-Buchenwald;Wald;269.3412445;
789;SH;678277;A;678277A;678998;277946;2019/20;;WKMIV;;;;;0;549;0.00;1.00;621;Orchideen-Buchenwald;Wald;136.1988164;
790;SH;678277;B;678277B;678524;277933;2019/20;;WKMIV;;;;;0;549;0.00;1.00;621;Orchideen-Buchenwald;Wald;139.4373008;
791;SH;678277;C;678277C;678620;277605;2019/20;;WKMIV;;;;;0;549;0.00;1.00;623;Waldmeister-Buchenwald;Wald;74.64448413;
792;SH;683286;A;683286A;683854;286823;2019/20;;WKMIV;;;;;Jura;711;0.00;0.98;623;Waldmeister-Buchenwald;Wald;430.2857241;
793;SH;683286;B;683286B;683572;286521;2019/20;;WKMIV;;;;;Jura;711;0.00;0.98;623;Waldmeister-Buchenwald;Wald;444.8088197;
794;SH;683286;C;683286C;683741;286087;2019/20;;WKMIV;;;;;Jura;711;0.00;0.98;621;Orchideen-Buchenwald;Wald;395.4739713;
795;SH;686282;A;686282A;686693;282089;2019/20;;WKMIV;;;;;Plateau;490;0.20;0.64;621;Orchideen-Buchenwald;Wald;497.162716;
796;SH;686282;B;686282B;686594;282512;2019/20;;WKMIV;;;;;Plateau;490;0.20;0.64;621;Orchideen-Buchenwald;Wald;156.163611;
797;SH;686282;C;686282C;686243;282145;2019/20;;WKMIV;;;;;Plateau;490;0.20;0.64;621;Orchideen-Buchenwald;Wald;301.9678605;
798;SH;686290;A;686290A;686058;290175;2019/20;;WKMIV;;;;;Jura;698;0.02;0.75;623;Waldmeister-Buchenwald;Wald;171.9338617;
799;SH;686290;B;686290B;686564;290642;2019/20;;WKMIV;;;;;Jura;698;0.02;0.75;623;Waldmeister-Buchenwald;Wald;216.2516174;
800;SH;686290;C;686290C;686450;290174;2019/20;;WKMIV;;;;;Jura;698;0.02;0.75;621;Orchideen-Buchenwald;Wald;130.8747976;
801;SO;599254;A;599254A;599135;254645;2018/19;;WKMIII;;;;;Jura;740;0.01;0.79;624;Zahnwurz-Buchenwald;Wald;625.9639324;
802;SO;599254;B;599254B;599280;254155;2018/19;;WKMIII;;;;;Jura;740;0.01;0.79;621;Orchideen-Buchenwald;Wald;1068.798779;
803;SO;599254;C;599254C;599870;254625;2018/19;;WKMIII;;;;;Jura;740;0.01;0.79;933;Naturstrasse, Weg;Wald;915.3891701;
804;SO;600253;A;600253A;600245;253498;2018/19;;WKMIII;;;;;Jura;518;0.00;0.70;451;Talfettwiese;Wald;319.5417392;
805;SO;600253;B;600253B;600600;253213;2018/19;;WKMIII;;;;;Jura;518;0.00;0.70;621;Orchideen-Buchenwald;Wald;150.4143325;
806;SO;602234;A;602234A;602419;234956;2018/19;;WKMIII;;;;;Jura;835;0.10;0.55;641;Pfeifengras-Föhrenwald;Wald;42.76472085;
807;SO;602234;B;602234B;602480;234141;2018/19;;WKMIII;;;;;Jura;835;0.10;0.55;624;Zahnwurz-Buchenwald;Wald;120.206438;
808;SO;602234;C;602234C;602016;234587;2018/19;;WKMIII;;;;;Jura;835;0.10;0.55;623;Waldmeister-Buchenwald;Wald;98.1885335;
809;SO;605222;A;605222A;605180;222749;2018/19;;WKMIII;;;;;Plateau;525;0.07;0.36;623;Waldmeister-Buchenwald;Wald;215.8004188;
810;SO;605222;B;605222B;605576;222940;2018/19;;WKMIII;;;;;Plateau;525;0.07;0.36;933;Naturstrasse, Weg;Wald;163.6566486;
811;SO;608234;A;608234A;608228;234658;2018/19;;WKMIII;;;;;Jura;933;0.03;0.58;12;Fliessgewässer (z.?B. Bäche, Flüsse);Wald;16.54329028;
812;SO;608234;B;608234B;608525;234789;2018/19;;WKMIII;;;;;Jura;933;0.03;0.58;62;Buchenwälder;Wald;78.83996224;
813;SO;608234;C;608234C;608797;234324;2018/19;;WKMIII;;;;;Jura;933;0.03;0.58;933;Naturstrasse, Weg;;6.16056065;
814;SO;617238;A;617238A;617175;238788;2018/19;;WKMIII;;;;;Jura;763;0.02;0.92;623;Waldmeister-Buchenwald;Wald;121.0606216;
815;SO;617238;C;617238C;617247;238465;2018/19;;WKMIII;;;;;Jura;763;0.02;0.92;624;Zahnwurz-Buchenwald;Wald;415.7724641;
816;SO;617246;A;617246A;617938;246206;2018/19;;WKMIII;;;;;Jura;1029;0.00;0.61;624;Zahnwurz-Buchenwald;Wald;55.00230778;
817;SO;617246;B;617246B;617640;246024;2018/19;;WKMIII;;;;;Jura;1029;0.00;0.61;62;Buchenwälder;Wald;70.96815319;
818;SO;617254;B;617254B;617551;254603;2018/19;;WKMIII;;;;;Jura;530;0.07;0.39;62;Buchenwälder;Wald;61.27991188;
819;SO;617254;C;617254C;617297;254268;2018/19;;WKMIII;;;;;Jura;530;0.07;0.39;621;Orchideen-Buchenwald;Wald;48.78722445;
820;SO;620242;A;620242A;620826;242283;2018/19;;WKMIII;;;;;Jura;636;0.04;0.66;62;Buchenwälder;Wald;31.41367507;
821;SO;620242;B;620242B;620560;242651;2018/19;;WKMIII;;;;;Jura;636;0.04;0.66;62;Buchenwälder;Wald;49.31639156;
822;SO;620242;C;620242C;620194;242539;2018/19;;WKMIII;;;;;Jura;636;0.04;0.66;62;Buchenwälder;Wald;124.0492485;
823;SO;623238;A;623238A;623125;238743;2018/19;;WKMIII;;;;;Jura;460;0.13;0.22;62;Buchenwälder;Wald;5.287482036;
824;SO;623238;B;623238B;623251;238684;2018/19;;WKMIII;;;;;Jura;460;0.13;0.22;62;Buchenwälder;Wald;26.09585204;
825;SO;623238;C;623238C;623441;238799;2018/19;;WKMIII;;;;;Jura;460;0.13;0.22;62;Buchenwälder;Wald;86.26538216;
826;SO;626242;A;626242A;626181;242857;2018/19;;WKMIII;;;;;Jura;799;0.03;0.95;62;Buchenwälder;Wald;156.9861988;
827;SO;626242;B;626242B;626566;242454;2018/19;;WKMIII;;;;;Jura;799;0.03;0.95;641;Pfeifengras-Föhrenwald;Wald;640.8073669;
828;SO;626242;C;626242C;626892;242130;2018/19;;WKMIII;;;;;Jura;799;0.03;0.95;621;Orchideen-Buchenwald;Wald;417.495233;
829;SO;632242;A;632242A;632779;242102;2018/19;;WKMIII;;;;;Jura;447;0.16;0.26;62;Buchenwälder;Wald;98.52453086;
830;SO;632242;B;632242B;632519;242060;2018/19;;WKMIII;;;;;Jura;447;0.16;0.26;62;Buchenwälder;Wald;72.35074962;
831;SO;632242;C;632242C;632259;242276;2018/19;;WKMIII;;;;;Jura;447;0.16;0.26;62;Buchenwälder;Wald;51.68087899;
832;SO;638242;A;638242A;638824;242202;2018/19;;WKMIII;;;;;Plateau;627;0.06;0.54;52;Hochstauden- und Schlagfluren;Wald;69.43751009;
833;SO;638242;B;638242B;638158;242213;2018/19;;WKMIII;;;;;Plateau;627;0.06;0.54;62;Buchenwälder;Wald;114.8935403;
834;SO;638242;C;638242C;638818;242805;2018/19;;WKMIII;;;;;Plateau;627;0.06;0.54;621;Orchideen-Buchenwald;Wald;561.8041577;
835;SO;638250;A;638250A;638785;250837;2018/19;;WKMIII;;;;;Jura;696;0.01;0.78;623;Waldmeister-Buchenwald;;4.627086233;
836;SO;638250;B;638250B;638734;250085;2018/19;;WKMIII;;;;;Jura;696;0.01;0.78;621;Orchideen-Buchenwald;Wald;61.12370601;
837;SO;638250;C;638250C;638216;250528;2018/19;;WKMIII;;;;;Jura;696;0.01;0.78;621;Orchideen-Buchenwald;Wald;526.9174917;
838;SO;596218;A;596218A;596058;218670;2019/20;;WKMIV;;;;;Plateau;502;0.11;0.13;62;Buchenwälder;Wald;28.03126448;
839;SO;596218;B;596218B;596098;218765;2019/20;;WKMIV;;;;;Plateau;502;0.11;0.13;62;Buchenwälder;Wald;87.50140809;
840;SO;596218;C;596218C;596226;218809;2019/20;;WKMIV;;;;;Plateau;502;0.11;0.13;62;Buchenwälder;Wald;112.6084535;
841;SO;597216;A;597216A;597100;216130;2019/20;;WKMIV;;;;;0;555;0.02;0.73;633;Eichen- Hainbuchenwald;Wald;153.6940865;
842;SO;597216;B;597216B;597150;216500;2019/20;;WKMIV;;;;;0;555;0.02;0.73;62;Buchenwälder;Wald;153.9787266;
843;SO;597216;C;597216C;597900;216500;2019/20;;WKMIV;;;;;0;555;0.02;0.73;624;Zahnwurz-Buchenwald;Wald;337.6175575;
844;SO;599230;A;599230A;599218;230237;2019/20;;WKMIV;;;;;Jura;844;0.01;0.85;624;Zahnwurz-Buchenwald;Wald;684.3669556;
845;SO;599230;B;599230B;599332;230191;2019/20;;WKMIV;;;;;Jura;844;0.01;0.85;624;Zahnwurz-Buchenwald;Wald;631.8824894;
846;SO;599230;C;599230C;599452;230399;2019/20;;WKMIV;;;;;Jura;844;0.01;0.85;624;Zahnwurz-Buchenwald;Wald;809.2412304;
847;SO;601222;A;601222A;601550;222450;2019/20;;WKMIV;;;;;0;548;0.07;0.62;623;Waldmeister-Buchenwald;Wald;115.0797622;
848;SO;601222;B;601222B;601500;222700;2019/20;;WKMIV;;;;;0;548;0.07;0.62;623;Waldmeister-Buchenwald;Wald;367.1923632;
849;SO;601222;C;601222C;601900;222750;2019/20;;WKMIV;;;;;0;548;0.07;0.62;62;Buchenwälder;Wald;392.3506041;
850;SO;602258;A;602258A;602145;258169;2019/20;;WKMIV;;;;;Jura;539;0.00;0.69;62;Buchenwälder;Wald;67.61434429;
851;SO;602258;B;602258B;602520;258521;2019/20;;WKMIV;;;;;Jura;539;0.00;0.69;62;Buchenwälder;Wald;141.0066375;
852;SO;602258;C;602258C;602863;258814;2019/20;;WKMIV;;;;;Jura;539;0.00;0.69;;;Wald;24.63549996;
853;SO;611238;A;611238A;611015;238376;2019/20;;WKMIV;;;;;Jura;584;0.18;0.26;632;Linden-Mischwald;Wald;42.02010898;
854;AG;635262;A;635262A;635320;262847;2018/19;;WKMIII;;;;;Jura;510;0.05;0.29;62;Buchenwälder;Wald;254.8071066;
855;AG;635262;B;635262B;635849;262509;2018/19;;WKMIII;;;;;Jura;510;0.05;0.29;62;Buchenwälder;Wald;103.5139362;
856;AG;635262;C;635262C;635714;262751;2018/19;;WKMIII;;;;;Jura;510;0.05;0.29;623;Waldmeister-Buchenwald;Wald;74.99964495;
857;AG;642251;C;642251C;642797;251837;2018/19;;WKMIII;;;;;Jura;531;0.17;0.45;62;Buchenwälder;Wald;59.24857299;
858;AG;644250;A;644250A;644194;250690;2018/19;;WKMIII;;;;;Jura;483;0.01;0.88;622;Hainsimsen-Buchenwald;Wald;198.8500644;
859;AG;644250;C;644250C;644564;250458;2018/19;;WKMIII;;;;;Jura;483;0.01;0.88;62;Buchenwälder;Wald;275.3957433;
860;AG;644258;A;644258A;644396;258512;2018/19;;WKMIII;;;;;Jura;518;0.06;0.33;62;Buchenwälder;Wald;65.66615207;
861;AG;647238;A;647238A;647146;238539;2018/19;;WKMIII;;;;;Plateau;532;0.04;0.32;624;Zahnwurz-Buchenwald;Wald;43.87299827;
862;AG;647238;C;647238C;647931;238931;2018/19;;WKMIII;;;;;Plateau;532;0.04;0.32;62;Buchenwälder;Wald;78.43932483;
863;AG;650234;A;650234A;650179;234285;2018/19;;WKMIII;;;;;Plateau;663;0.17;0.26;624;Zahnwurz-Buchenwald;Wald;31.03980448;
864;AG;650234;C;650234C;650696;234105;2018/19;;WKMIII;;;;;Plateau;663;0.17;0.26;624;Zahnwurz-Buchenwald;Wald;73.92939966;
865;AG;652251;B;652251B;652556;251241;2018/19;;WKMIII;;;;;Plateau;361;0.27;0.39;614;Hartholz-Auenwald;Wald;99.19421009;
866;AG;653246;A;653246A;653120;246168;2018/19;;WKMIII;;;;;Plateau;434;0.07;0.35;623;Waldmeister-Buchenwald;Wald;77.4051699;
867;AG;656250;A;656250A;656736;250722;2018/19;;WKMIII;;;;;Plateau;410;0.17;0.60;624;Zahnwurz-Buchenwald;Wald;182.212541;
868;AG;656250;B;656250B;656534;250528;2018/19;;WKMIII;;;;;Plateau;410;0.17;0.60;622;Hainsimsen-Buchenwald;Wald;198.8209243;
869;AG;656258;A;656258A;656457;258889;2018/19;;WKMIII;;;;;Jura;339;0.14;0.49;62;Buchenwälder;Wald;102.7435859;
870;AG;662242;A;662242A;662107;242948;2018/19;;WKMIII;;;;;Plateau;501;0.15;0.19;624;Zahnwurz-Buchenwald;Wald;65.70361013;
871;AG;641254;B;641254B;641747;254552;2019/20;;WKMIV;;;;;Jura;758;0.00;0.83;62;Buchenwälder;Wald;553.8948602;
872;AG;641254;C;641254C;641806;254797;2019/20;;WKMIV;;;;;Jura;758;0.00;0.83;621;Orchideen-Buchenwald;Wald;359.6059325;
873;AG;644234;B;644234B;644049;234773;2019/20;;WKMIV;;;;;Plateau;640;0.05;0.71;624;Zahnwurz-Buchenwald;Wald;65.73118337;
874;AG;649251;C;649251C;649681;251281;2019/20;;WKMIV;;;;;0;390;0.12;0.31;612;Weichholz-Auenwald;Wald;62.1381368;
875;AG;650258;A;650258A;650541;258896;2019/20;;WKMIV;;;;;Jura;521;0.02;0.72;62;Buchenwälder;Wald;155.5413298;
876;AG;650258;B;650258B;650888;258682;2019/20;;WKMIV;;;;;Jura;521;0.02;0.72;621;Orchideen-Buchenwald;Wald;31.41291645;
877;AG;653246;A;653246A;653074;246266;2019/20;;WKMIV;;;;;Plateau;434;0.07;0.35;623;Waldmeister-Buchenwald;Wald;73.01166678;
878;AG;662258;A;662258A;662858;258218;2019/20;;WKMIV;;;;;Plateau;539;0.03;0.75;624;Zahnwurz-Buchenwald;Wald;297.9454334;
