fid;Kanton;ID_Nr;Latte;Latte-ID;x;y;Dat_Kontrolle;NameMitarbeiter;SampleID;RESULTAT;Male;mtDNAcod;IndividuenID;BioGeoRegions;AltitudeMedian;SettlementProportion;ForestProportion;TypoCH_NUM;TypoCH;OBJEKTART;Distance;Bemerkung
137;FR;584186;B;584186B;584921;186026;14.03.2019;Riedo;WKMIII298_3_48;Dmt;F_orUnknown;Dmt;;Plateau;687;0.03;0.07;623;Waldmeister-Buchenwald;Wald;38.46698503;
138;FR;584186;C;584186C;584943;186257;27.02.2019;Riedo;WKMIII247_3_9;Dc;DY;Dmt;;Plateau;687;0.03;0.07;623;Waldmeister-Buchenwald;Wald;26.67911136;
139;FR;584186;C;584186C;584943;186257;10.04.2019;Riedo;WKMIII405_9_23;Dc;DY;Dmt;DcSec09;Plateau;687;0.03;0.07;623;Waldmeister-Buchenwald;Wald;26.67911136;
140;FR;575166;C;575166C;575704;166856;03.02.2020;Jaffrï¿½dou;WKMIV748_13_12;Dc;DY;Dmt;;Prealps;912;0.02;0.49;624;Zahnwurz-Buchenwald;Wald;65.07980932;
141;FR;578162;A;578162A;578463;162719;14.01.2020;Romanens;WKMIV615_12_19;Dc;DY;Dmt;Dc34;Prealps;887;0.07;0.36;933;Naturstrasse, Weg;Wald;21.9509152;
142;FR;578162;B;578162B;578948;162634;18.12.2019;Romanens;WKMIV508_10_4;Dc;DY;Dmt;Dc34;Prealps;887;0.07;0.36;623;Waldmeister-Buchenwald;Wald;33.7144626;
143;GE;489116;B;489116B;489480;116795;11.02.2019;Allen;WKMIII160_8_13;Dc;DY;Dmt;DcSec_01;Plateau;398;0.11;0.33;633;Eichen- Hainbuchenwald;Wald;52.93640881;
144;GE;489116;C;489116C;489405;116465;31.12.2018;Allen;WKMIII034_7_27;BxW;WY;Wmt;BxW01;Plateau;398;0.11;0.33;633;Eichen- Hainbuchenwald;Wald;86.20978112;
145;GE;489118;C;489118C;489825;118587;12.12.2018;Mï¿½ller;WKMIII006_SecTest_27;Dmt;F_orUnknown;Dmt;;Plateau;454;0.06;0.28;633;Eichen- Hainbuchenwald;Wald;37.22154253;
146;GE;489119;B;489119B;489488;119475;26.12.2018;Mï¿½ller;WKMIII031_5_40;F2;WY;Wmt;F2_01;Plateau;449;0.07;0.64;62;Buchenwälder;Wald;151.020794;
147;GE;489120;A;489120A;489823;120491;09.01.2019;Mï¿½ller;WKMIII036_1_9;Wc;WY;Wmt;Wc25;Plateau;430;0.00;0.95;633;Eichen- Hainbuchenwald;Wald;69.88300095;
148;GE;489120;A;489120A;489823;120491;20.02.2019;Mï¿½ller;WKMIII183_8_21;Wmt;F_orUnknown;Wmt;;Plateau;430;0.00;0.95;633;Eichen- Hainbuchenwald;Wald;69.88300095;
149;GE;489120;C;489120C;489454;120074;12.12.2018;Mï¿½ller;WKMIII009_7_6;Dc;DY;Dmt;Dc20;Plateau;430;0.00;0.95;633;Eichen- Hainbuchenwald;Wald;64.97945712;
150;GE;489120;C;489120C;489454;120074;09.01.2019;Mï¿½ller;WKMIII038_1_10;Wc;F_orUnknown;Wmt;Wc01;Plateau;430;0.00;0.95;633;Eichen- Hainbuchenwald;Wald;64.97945712;
151;GE;489120;C;489120C;489454;120074;20.02.2019;Mï¿½ller;WKMIII184_8_28;Wc;F_orUnknown;Wmt;Wc01;Plateau;430;0.00;0.95;633;Eichen- Hainbuchenwald;Wald;64.97945712;
152;GE;499127;C;499127C;499868;127977;31.01.2019;Perruchoud;WKMIII125_8_1;Wmt;DY;Wmt;;Plateau;433;0.06;0.81;633;Eichen- Hainbuchenwald;Wald;180.5083913;
153;GE;499128;B;499128B;499395;128454;27.02.2019;Perruchoud;WKMIII252_6_57;Wc;WY;Wmt;Wc26;Plateau;445;0.02;0.83;64;Wärmeliebende Föhrenwälder;Wald;299.2770578;
154;GE;499128;C;499128C;499197;128697;13.02.2019;Perruchoud;WKMIII219_6_8;Wmt;F_orUnknown;Wmt;;Plateau;445;0.02;0.83;633;Eichen- Hainbuchenwald;Wald;178.9359138;
155;GE;499128;C;499128C;499197;128697;27.02.2019;Perruchoud;WKMIII253_3_14;Wc;WY;Wmt;Wc27;Plateau;445;0.02;0.83;633;Eichen- Hainbuchenwald;Wald;178.9359138;
156;GE;499129;B;499129B;499754;129195;31.01.2019;Perruchoud;WKMIII114_7_74;Wc;WY;Wmt;Wc27;Plateau;456;0.09;0.49;633;Eichen- Hainbuchenwald;Wald;262.0640942;
157;GE;499129;B;499129B;499754;129195;28.02.2019;Perruchoud;WKMIII254_8_45;Wc;WY;Wmt;Wc26;Plateau;456;0.09;0.49;633;Eichen- Hainbuchenwald;Wald;262.0640942;
158;GE;503134;C;503134C;503094;134526;28.02.2019;Perruchoud;WKMIII256_6_25;Dc;DY;Dmt;DcSec_02;Plateau;451;0.12;0.21;12;Fliessgewässer (z.?B. Bäche, Flüsse);Wald;55.65245881;
159;JU;563246;A;563246A;563638;246810;07.03.2019;Schaller;WKMIII275_8_63;Dc;DY;Dmt;Dc27;Jura;791;0.04;0.34;623;Waldmeister-Buchenwald;Wald;27.69479749;
160;JU;563246;C;563246C;563989;246265;26.12.2018;Berberat;WKMIII021_7_18;Dc;DY;Dmt;Dc27;Jura;791;0.04;0.34;623;Waldmeister-Buchenwald;Wald;41.22477393;
161;JU;569254;A;569254A;569968;254168;26.12.2018;Berberat;WKMIII018_1_2;Dc;DY;Dmt;DcSec08;Jura;549;0.14;0.31;62;Buchenwälder;Wald;54.82924391;
162;JU;569254;A;569254A;569968;254168;10.01.2019;Schaller;WKMIII049_7_34;Dc;DY;Dmt;Dc31;Jura;549;0.14;0.31;62;Buchenwälder;Wald;54.82924391;
163;JU;569254;A;569254A;569968;254168;24.01.2019;Berberat;WKMIII076_7_61;Dc;DY;Dmt;Dc31;Jura;549;0.14;0.31;62;Buchenwälder;Wald;54.82924391;
164;JU;569254;B;569254B;569123;254769;10.01.2019;Schaller;WKMIII050_7_36;Wc;DY;Wmt;Wc23;Jura;549;0.14;0.31;62;Buchenwälder;Wald;45.55983662;
165;JU;569254;B;569254B;569123;254769;24.01.2019;Berberat;WKMIII077_7_64;Wc;DY;Wmt;Wc23;Jura;549;0.14;0.31;62;Buchenwälder;Wald;45.55983662;
166;JU;569254;B;569254B;569123;254769;07.02.2019;Berberat;WKMIII155_6_4;Wc;F_orUnknown;Dmt;Wc57;Jura;549;0.14;0.31;62;Buchenwälder;Wald;45.55983662;
167;JU;569254;C;569254C;569384;254909;26.12.2018;Berberat;WKMIII020_5_37rep;Wc;DY;Wmt;Wc23;Jura;549;0.14;0.31;62;Buchenwälder;Wald;54.69200928;
168;JU;569254;C;569254C;569384;254909;26.12.2018;Berberat;WKMIII020_5_38;Wc;F_orUnknown;Dmt;Wc57;Jura;549;0.14;0.31;62;Buchenwälder;Wald;54.69200928;
169;JU;569254;C;569254C;569384;254909;07.02.2019;Berberat;WKMIII156_2_12;Wc;F_orUnknown;Wmt;Wc08;Jura;549;0.14;0.31;62;Buchenwälder;Wald;54.69200928;
170;JU;572242;A;572242A;572677;242004;26.12.2018;Berberat;WKMIII022_7_21;Dc;DY;Dmt;Dc32;Jura;856;0.02;0.34;623;Waldmeister-Buchenwald;Wald;44.50443447;
171;JU;572242;A;572242A;572677;242004;24.01.2019;Berberat;WKMIII079_7_67;Dc;DY;Dmt;Dc33;Jura;856;0.02;0.34;623;Waldmeister-Buchenwald;Wald;44.50443447;
172;JU;572242;A;572242A;572677;242004;07.02.2019;Berberat;WKMIII150_2_11;Dc;DY;Dmt;Dc33;Jura;856;0.02;0.34;623;Waldmeister-Buchenwald;Wald;44.50443447;
173;JU;572258;A;572258A;572118;258065;10.01.2019;Schaller;WKMIII052_1_16;Wc;Unclear;Wmt;Wc20;Jura;448;0.00;0.38;62;Buchenwälder;Wald;144.2981533;
174;JU;572258;A;572258A;572118;258065;24.01.2019;Berberat;WKMIII073_7_59;BxW;F_orUnknown;Wmt;;Jura;448;0.00;0.38;62;Buchenwälder;Wald;144.2981533;
175;JU;572258;B;572258B;572198;258332;21.02.2019;Berberat;WKMIII221_6_11;BxW;F_orUnknown;Wmt;BxW03;Jura;448;0.00;0.38;62;Buchenwälder;Wald;156.6445742;
176;JU;572258;C;572258C;572290;258562;21.02.2019;Berberat;WKMIII222_6_12;Wc;WY;Wmt;Wc20;Jura;448;0.00;0.38;62;Buchenwälder;Wald;47.10824244;
177;JU;575246;B;575246B;575893;246858;26.12.2018;Berberat;WKMIII026_SecTest_14;F1;DY;Wmt;F1_01;Jura;720;0.04;0.38;623;Waldmeister-Buchenwald;Wald;38.75208811;
178;JU;575246;B;575246B;575893;246858;21.02.2019;Berberat;WKMIII224_6_14;F1;DY;Wmt;F1_01;Jura;720;0.04;0.38;623;Waldmeister-Buchenwald;Wald;38.75208811;
179;JU;575246;B;575246B;575893;246858;07.03.2019;Schaller;WKMIII283_3_43;F1;DY;Wmt;F1_01;Jura;720;0.04;0.38;623;Waldmeister-Buchenwald;Wald;38.75208811;
180;JU;581238;B;581238B;581420;238776;25.12.2018;Berberat;WKMIV014_18_5;Wc;WY;Dmt;Wc64;Jura;800;0.00;0.74;623;Waldmeister-Buchenwald;Wald;107.5311858;
181;JU;581238;C;581238C;581261;238779;08.01.2019;Schaller;WKMIII041_5_43;Wc;WY;Dmt;Wc62;Jura;800;0.00;0.74;624;Zahnwurz-Buchenwald;Wald;49.76613752;
182;JU;581238;C;581238C;581261;238779;22.01.2019;Berberat;WKMIII059_1_24;Wc;WY;Dmt;Wc62;Jura;800;0.00;0.74;624;Zahnwurz-Buchenwald;Wald;49.76613752;
183;JU;587246;A;587246A;587894;246496;25.12.2018;Berberat;WKMIII015_SecTest_36;Wc;WY;Wmt;Wc47;Jura;662;0.03;0.45;933;Naturstrasse, Weg;Wald;67.23127395;
184;JU;587246;A;587246A;587894;246496;22.01.2019;Berberat;WKMIII060_7_51;Wc;DY;Wmt;Wc24;Jura;662;0.03;0.45;933;Naturstrasse, Weg;Wald;67.23127395;
185;JU;587246;A;587246A;587894;246496;19.02.2019;Berberat;WKMIII174_8_19;Wc;DY;Wmt;Wc24;Jura;662;0.03;0.45;933;Naturstrasse, Weg;Wald;67.23127395;
186;JU;587246;B;587246B;587477;246548;25.12.2018;Berberat;WKMIII016_SecTest_39;Wc;DY;Wmt;Wc24;Jura;662;0.03;0.45;621;Orchideen-Buchenwald;Wald;67.93445918;
187;JU;587246;B;587246B;587477;246548;05.02.2019;Berberat;WKMIII123_1_50;Wc;Unclear;Dmt;Wc59;Jura;662;0.03;0.45;621;Orchideen-Buchenwald;Wald;67.93445918;
188;JU;587246;B;587246B;587477;246548;05.02.2019;Berberat;WKMIII123_7_75;Wc;DY;Wmt;Wc24;Jura;662;0.03;0.45;621;Orchideen-Buchenwald;Wald;67.93445918;
189;JU;596242;A;596242A;596098;242433;05.02.2019;Berberat;WKMIII119_1_48;Dc;DY;Dmt;DcSec12;Jura;614;0.02;0.69;623;Waldmeister-Buchenwald;Wald;58.60496318;
190;JU;596242;B;596242B;596194;242817;25.12.2018;Berberat;WKMIII013_SecTest_29;Dc;DY;Dmt;Dc41;Jura;614;0.02;0.69;62;Buchenwälder;Wald;77.07337595;
191;JU;596242;B;596242B;596194;242817;08.01.2019;Schaller;WKMIII045_7_32;Dc;F_orUnknown;Dmt;;Jura;614;0.02;0.69;62;Buchenwälder;Wald;77.07337595;
192;JU;596242;B;596242B;596194;242817;22.01.2019;Berberat;WKMIII064_5_55rep;Dc;DY;Dmt;Dc41;Jura;614;0.02;0.69;62;Buchenwälder;Wald;77.07337595;
193;JU;566258;C;566258C;566532;258523;16.01.2020;Lometti;WKMIV560_10_74;Wc;F_orUnknown;Wmt;Wc04;Jura;479;0.10;0.88;623;Waldmeister-Buchenwald;Wald;356.0982158;
194;JU;569230;A;569230A;569582;230475;17.12.2019;Lometti;WKMIV510_10_7;Dc;F_orUnknown;Dmt;Dc04;Jura;1009;0.01;0.25;624;Zahnwurz-Buchenwald;Wald;48.15695636;
195;JU;569230;A;569230A;569582;230475;14.01.2020;Lometti;WKMIV548_10_67;Dc;F_orUnknown;Dmt;;Jura;1009;0.01;0.25;624;Zahnwurz-Buchenwald;Wald;48.15695636;
196;JU;569246;A;569246A;569450;246453;19.12.2019;Lometti;WKMIV514_17_25;Wc;WY;Wmt;Wc41;Jura;825;0.02;0.84;624;Zahnwurz-Buchenwald;Wald;5.828685683;
197;JU;569246;A;569246A;569450;246453;30.01.2020;Lometti;WKMIV599_11_70;Wc;WY;Dmt;Wc61;Jura;825;0.02;0.84;624;Zahnwurz-Buchenwald;Wald;5.828685683;
198;JU;569246;C;569246C;569859;246411;02.01.2020;Lometti;WKMIV531_10_45;Wc;F_orUnknown;Wmt;Wc07;Jura;825;0.02;0.84;623;Waldmeister-Buchenwald;Wald;25.82978221;
199;JU;569246;C;569246C;569859;246411;16.01.2020;Lometti;WKMIV562_10_76;Wc;WY;Wmt;Wc42;Jura;825;0.02;0.84;623;Waldmeister-Buchenwald;Wald;25.82978221;
200;JU;569246;C;569246C;569859;246411;30.01.2020;Lometti;WKMIV600_17_31;Wc;Unclear;Wmt;Wc07;Jura;825;0.02;0.84;623;Waldmeister-Buchenwald;Wald;25.82978221;
201;JU;572234;A;572234A;572548;234791;11.02.2020;Lometti;WKMIV641_12_52;Dc;F_orUnknown;Dmt;Dc05;Jura;1005;0.01;0.21;661;Tannen-Fichtenwald;Wald;15.69538529;
202;JU;572234;B;572234B;572705;234349;14.01.2020;Lometti;WKMIV551_10_70;Dc;F_orUnknown;Dmt;;Jura;1005;0.01;0.21;624;Zahnwurz-Buchenwald;Wald;21.36364538;
203;JU;572234;B;572234B;572705;234349;28.01.2020;Lometti;WKMIV594_11_55;Dc;F_orUnknown;Dmt;Dc06;Jura;1005;0.01;0.21;624;Zahnwurz-Buchenwald;Wald;21.36364538;
204;JU;575254;B;575254B;575502;254540;16.01.2020;Lometti;WKMIV563_11_1;Wmt;F_orUnknown;Wmt;;Jura;509;0.02;0.45;624;Zahnwurz-Buchenwald;Wald;138.0388919;
205;JU;575254;B;575254B;575502;254540;30.01.2020;Lometti;WKMIV601_11_76;BxD;F_orUnknown;Wmt;;Jura;509;0.02;0.45;624;Zahnwurz-Buchenwald;Wald;138.0388919;
